node,out_degree_centrality,in_degree_centrality,katz_centrality,closeness_centrality,betweenness_centrality
Battle_of_Bicocca,0.0027,0.0002,0.0072,0.211,0.0
Battle_of_Britain,0.0084,0.0035,0.0101,0.3518,0.0001
Battle_of_Cannae,0.0017,0.0007,0.0073,0.2551,0.0
Battle_of_France,0.0074,0.0022,0.0086,0.3182,0.0
Battle_of_Gettysburg,0.002,0.003,0.0103,0.3758,0.0
Battle_of_Grunwald,0.0057,0.0007,0.0076,0.3017,0.0
Battle_of_Hastings,0.003,0.0035,0.0102,0.359,0.0
Battle_of_Jutland,0.0027,0.0012,0.0083,0.3339,0.0
Battle_of_Lechaeum,0.0007,0.0002,0.0072,0.2355,0.0
Battle_of_Leyte_Gulf,0.004,0.0005,0.0084,0.3459,0.0
Battle_of_Marathon,0.0037,0.0022,0.0085,0.3289,0.0004
Battle_of_Midway,0.0044,0.0022,0.0091,0.3473,0.0003
Battle_of_Moscow,0.0037,0.0022,0.0094,0.3503,0.0003
Battle_of_Normandy,0.0106,0.004,0.0109,0.3599,0.0002
Battle_of_Rennell_Island,0.003,0.0007,0.0073,0.2572,0.0
Battle_of_Sitka,0.003,0.0002,0.0072,0.1761,0.0
Battle_of_Smolensk_(1943),0.0032,0.0005,0.0073,0.2754,0.0
Battle_of_Stalingrad,0.0054,0.0037,0.0128,0.3792,0.0004
Battle_of_Tours,0.0064,0.001,0.0091,0.3496,0.0
Battle_of_Vaslui,0.0022,0.0002,0.0075,0.3084,0.0
Battle_of_Warsaw_(1920),0.0052,0.0012,0.0076,0.2888,0.0
Battle_of_the_Bulge,0.0094,0.0015,0.0089,0.3471,0.0001
Battle_of_the_Eastern_Solomons,0.0047,0.001,0.0074,0.2579,0.0
Battle_of_the_Little_Bighorn,0.002,0.0005,0.0073,0.2672,0.0
Battle_of_the_Santa_Cruz_Islands,0.0032,0.001,0.0074,0.2579,0.0
Battle_of_the_Somme_(1916),0.0042,0.002,0.0085,0.3322,0.0
Bay_Area_Rapid_Transit,0.0022,0.0005,0.0076,0.316,0.0
Bay_of_Bengal,0.002,0.0057,0.0112,0.3535,0.0
Beach,0.0054,0.0072,0.0102,0.3405,0.0004
Bean,0.0017,0.0037,0.0088,0.3199,0.0
Bear,0.0072,0.0052,0.0092,0.3307,0.0003
Beatles_for_Sale,0.004,0.0007,0.0074,0.2781,0.0
Beaver,0.0079,0.003,0.009,0.3465,0.0002
Bedbug,0.0032,0.0002,0.0072,0.2636,0.0
Bede,0.003,0.0062,0.0109,0.3582,0.0001
Bee,0.0047,0.0059,0.0095,0.3237,0.0004
Beeching_Axe,0.0035,0.0012,0.0081,0.3286,0.0
Beekeeping,0.004,0.0015,0.0082,0.3333,0.0001
Beer,0.0131,0.0109,0.013,0.3681,0.0011
Beet,0.0059,0.0017,0.0079,0.3028,0.0
Beetle,0.0052,0.004,0.0087,0.323,0.0004
Behavioral_finance,0.0012,0.0002,0.0072,0.2683,0.0
Behistun_Inscription,0.0042,0.001,0.0077,0.3065,0.0
Beijing,0.0249,0.02,0.0235,0.4173,0.0018
Beirut,0.0106,0.0047,0.0116,0.3652,0.0001
Belarus,0.0133,0.0168,0.0244,0.4031,0.0007
Belfast,0.0047,0.0067,0.0123,0.3741,0.0001
Belgium,0.0151,0.0538,0.0512,0.4643,0.0037
Belize,0.0106,0.0091,0.0177,0.4083,0.0003
Ben_Jonson,0.0047,0.0035,0.0118,0.3822,0.0008
Ben_Nevis,0.004,0.0007,0.0093,0.3611,0.0002
Benin,0.0059,0.0133,0.022,0.4059,0.0001
Benito_Mussolini,0.0104,0.0054,0.0123,0.3705,0.0002
Benjamin_Britten,0.0022,0.003,0.0106,0.3742,0.0004
"Benjamin_Disraeli,_1st_Earl_of_Beaconsfield",0.0052,0.0052,0.0102,0.3465,0.0001
Benjamin_Franklin,0.0072,0.0079,0.0112,0.3571,0.0008
Benjamin_Harrison,0.0049,0.0032,0.0087,0.3101,0.0001
Benzene,0.0057,0.0042,0.0091,0.3328,0.0003
Berber_languages,0.0059,0.0032,0.012,0.3693,0.0001
Beriberi,0.0057,0.0015,0.0076,0.2812,0.0001
Berkelium,0.0037,0.0017,0.0079,0.2643,0.0
Berlin,0.0195,0.0311,0.028,0.4303,0.0021
Berlin_Wall,0.0057,0.0049,0.0134,0.3862,0.0001
Bermuda,0.0086,0.0099,0.0168,0.4107,0.0005
Bernard_Hinault,0.0012,0.001,0.0074,0.2577,0.0
Bertrand_Russell,0.017,0.0074,0.0125,0.3783,0.0008
Beryllium,0.0086,0.0044,0.0097,0.33,0.0002
Bette_Davis,0.0057,0.0017,0.0077,0.2877,0.0001
Bhutan,0.0121,0.0106,0.0169,0.3782,0.0006
Bible,0.0052,0.0353,0.0278,0.4245,0.001
Bicycle,0.0091,0.0064,0.0122,0.3784,0.0004
Bicycle_Thieves,0.0015,0.0002,0.0072,0.2219,0.0
Big_Bang,0.0114,0.0077,0.0117,0.364,0.0012
Bill_Clinton,0.0165,0.0151,0.0147,0.359,0.0014
Bill_Gates,0.0064,0.0035,0.0085,0.3188,0.0003
Billie_Holiday,0.002,0.002,0.0079,0.3002,0.0
Binary_star,0.0064,0.0044,0.0086,0.2705,0.0002
Binoculars,0.0017,0.003,0.0083,0.3066,0.0001
Binomial_nomenclature,0.003,0.0556,0.0256,0.3618,0.001
Biodiesel,0.0084,0.0047,0.01,0.3481,0.0023
Biodiversity,0.0099,0.0143,0.0174,0.3956,0.0012
Biofuel,0.0067,0.0035,0.0097,0.3519,0.0002
Bioinformatics,0.0044,0.0025,0.0085,0.3267,0.0002
Biology,0.0128,0.0202,0.0196,0.4062,0.0025
Biosphere,0.0054,0.0057,0.0101,0.3442,0.0002
Biotechnology,0.0067,0.0064,0.0109,0.3589,0.0004
Bird,0.0138,0.0474,0.0251,0.381,0.0091
Bird_migration,0.0106,0.0123,0.0114,0.3318,0.0026
Bird_of_prey,0.0025,0.0062,0.0097,0.3368,0.0002
Birmingham,0.02,0.0133,0.0135,0.3679,0.0023
Birth_control,0.0054,0.0047,0.0112,0.3675,0.0004
Bismuth,0.0091,0.0054,0.0097,0.3217,0.0003
Bison,0.0027,0.0022,0.008,0.303,0.0001
Bissau,0.0017,0.0015,0.009,0.343,0.0
Björn_Borg,0.0062,0.0017,0.0084,0.3352,0.0002
Bjørnøya,0.0037,0.001,0.0075,0.2905,0.0
Black-backed_Jackal,0.0022,0.0002,0.0072,0.2647,0.0
Black-winged_Stilt,0.0032,0.0005,0.0073,0.2595,0.0
Black_Death,0.0151,0.0114,0.0156,0.3859,0.0013
Black_Rhinoceros,0.0052,0.0005,0.0073,0.2674,0.0
Black_Sea,0.0059,0.0188,0.0236,0.4072,0.0004
Black_Wildebeest,0.003,0.0007,0.0073,0.2564,0.0
Black_hole,0.0062,0.0042,0.0092,0.3251,0.0002
Black_panther,0.0047,0.0002,0.0072,0.1498,0.0
Black_pepper,0.0111,0.0059,0.0093,0.315,0.0005
Blackbird,0.0035,0.0015,0.0076,0.2511,0.0
Blackcap,0.003,0.0002,0.0072,0.2492,0.0
Blackjack,0.0012,0.0005,0.0072,0.2402,0.0
Blackpool,0.0022,0.0012,0.0078,0.31,0.0
Blacktip_reef_shark,0.0017,0.0007,0.0073,0.2465,0.0002
Blade_Runner,0.0079,0.001,0.0075,0.2833,0.0001
Blaise_Pascal,0.0062,0.0057,0.0108,0.3615,0.0003
Blitzkrieg,0.0067,0.0052,0.0121,0.3701,0.0002
Blood_type,0.0012,0.0015,0.0079,0.3199,0.0003
Blue_Jay,0.0037,0.0005,0.0072,0.2303,0.0
Blue_Peter,0.0025,0.0007,0.0074,0.2683,0.0
Blue_Whale,0.0069,0.0005,0.0073,0.2653,0.0001
Blue_Wildebeest,0.0054,0.0022,0.0086,0.3302,0.0002
Blue_shark,0.004,0.0005,0.0073,0.2465,0.0
Bluegrass_music,0.0022,0.002,0.0081,0.316,0.0
Bluetooth,0.003,0.002,0.0081,0.3203,0.0001
Boa,0.0017,0.0007,0.0073,0.256,0.0
Board_game,0.0042,0.0044,0.0088,0.3168,0.0002
Boat,0.0017,0.004,0.0091,0.3347,0.0
Bob_Dylan,0.0109,0.0079,0.0103,0.3279,0.0006
Bob_Marley,0.0067,0.0015,0.0076,0.2782,0.0
Bobcat,0.003,0.002,0.0078,0.2823,0.0
Body_mass_index,0.0007,0.0005,0.0073,0.2617,0.0
Bodyline,0.003,0.0007,0.0075,0.2958,0.0
Boeing_747,0.0086,0.0047,0.0095,0.3423,0.0002
Bog,0.0072,0.0044,0.0092,0.3349,0.0004
Bogotá,0.0035,0.0035,0.0095,0.3453,0.0
Bohemian_Rhapsody,0.0052,0.0002,0.0072,0.2743,0.0
Bohrium,0.0042,0.0017,0.0079,0.2739,0.0
Bolivia,0.0151,0.0158,0.0189,0.3894,0.0009
Bologna,0.0096,0.0064,0.0114,0.3581,0.0002
Boltysh_crater,0.0022,0.0002,0.0072,0.243,0.0
Bongo_(antelope),0.0022,0.0002,0.0072,0.246,0.0002
Bonobo,0.0037,0.0022,0.0083,0.3287,0.0
Bontebok,0.002,0.0002,0.0072,0.246,0.0
Booby,0.003,0.0002,0.0072,0.2454,0.0
Book,0.0067,0.0052,0.0095,0.3369,0.0002
Book_of_Common_Prayer,0.0072,0.0035,0.0089,0.3078,0.0
Book_of_Kells,0.0054,0.0017,0.0092,0.3478,0.0001
Boolean_logic,0.002,0.0007,0.0075,0.3072,0.0003
Borage,0.0096,0.0022,0.0078,0.2622,0.0
Boris_Becker,0.0089,0.0022,0.008,0.3064,0.0007
Boron,0.0104,0.0064,0.0107,0.3315,0.0003
Bosnia_and_Herzegovina,0.0143,0.017,0.0273,0.4128,0.0004
"Boston,_Massachusetts",0.0079,0.0252,0.0214,0.4122,0.0023
Boston_RFC,0.0022,0.0002,0.0073,0.2919,0.0
Boston_Terrier,0.001,0.0002,0.0072,0.2481,0.0
Botany,0.0094,0.0059,0.0106,0.3548,0.0003
Botswana,0.0077,0.0136,0.0181,0.3768,0.0004
Bottlenose_Dolphin,0.0067,0.001,0.0077,0.3071,0.0002
Boudica,0.0054,0.0012,0.0083,0.3348,0.0003
Boundary_Waters_Canoe_Area_Wilderness,0.0044,0.0002,0.0072,0.2811,0.0
Bouvet_Island,0.0032,0.0005,0.0077,0.3153,0.0
Box_jellyfish,0.0025,0.0002,0.0072,0.238,0.0
Boy_Scout,0.002,0.0002,0.0072,0.2228,0.0
Brabantian,0.0022,0.0012,0.0076,0.2997,0.0
Brabham,0.0022,0.0005,0.0072,0.2615,0.0
Brachiosaurus,0.0072,0.001,0.0075,0.2655,0.0001
Brahman,0.0027,0.0027,0.0086,0.3314,0.0001
Brain,0.0133,0.0128,0.0129,0.3632,0.002
Bran,0.003,0.0017,0.008,0.3046,0.0
Brandon_Routh,0.0027,0.0002,0.0072,0.2356,0.0
Brasília,0.002,0.002,0.0089,0.343,0.0
Brass_instrument,0.0035,0.0017,0.0079,0.3115,0.0001
Bratislava,0.0119,0.003,0.0106,0.3661,0.0001
Brazil,0.0198,0.0598,0.0493,0.4686,0.0034
Bread,0.0158,0.0052,0.0095,0.3382,0.0004
Breaker_Morant,0.0035,0.0002,0.0072,0.2694,0.0
Bretton_Woods_system,0.0123,0.0027,0.0098,0.3492,0.0001
Bridge,0.0153,0.0074,0.0117,0.371,0.0017
Brighton,0.0059,0.0047,0.0099,0.3532,0.0004
Brisbane,0.0044,0.0047,0.0098,0.3504,0.0001
Bristol,0.0153,0.0148,0.0149,0.3759,0.0022
British_East_India_Company,0.0091,0.0109,0.0147,0.3708,0.0004
British_Empire,0.0319,0.0316,0.0357,0.4496,0.0039
British_English,0.0052,0.0077,0.0129,0.377,0.0004
British_House_of_Commons,0.0084,0.0212,0.0195,0.3884,0.0008
British_Indian_Ocean_Territory,0.0138,0.0047,0.0118,0.3548,0.0001
British_Isles,0.0195,0.0165,0.0204,0.417,0.0023
British_Isles_(terminology),0.0148,0.001,0.0081,0.3244,0.0
British_Virgin_Islands,0.0057,0.0032,0.0124,0.3942,0.0001
British_monarchy,0.0279,0.0156,0.0169,0.3801,0.0028
Britney_Spears,0.0067,0.002,0.0077,0.2652,0.0
Broadcasting,0.0044,0.0047,0.0114,0.3848,0.0001
Bromine,0.0072,0.0047,0.0094,0.3202,0.0002
Bronze_Age,0.0086,0.0136,0.0169,0.3907,0.0005
Brothers_Grimm,0.0015,0.002,0.0101,0.3649,0.0
Brown_trout,0.0047,0.0015,0.0076,0.2858,0.0
Bruce_Springsteen,0.0067,0.0012,0.0076,0.2826,0.0
Brunei,0.0062,0.0104,0.0197,0.4034,0.0001
Brush,0.0027,0.001,0.0075,0.2774,0.0
Brussels,0.0106,0.0156,0.0202,0.41,0.001
Brute_force_attack,0.001,0.001,0.0074,0.2663,0.0
Bryce_Canyon_National_Park,0.0111,0.0005,0.0073,0.272,0.0
Bucharest,0.0106,0.004,0.0135,0.3924,0.0005
Buckingham_Palace,0.0109,0.0059,0.0128,0.3811,0.0006
Buckminster_Fuller,0.0027,0.0007,0.0076,0.3052,0.0
Budapest,0.0121,0.0111,0.0161,0.3885,0.0011
Buddha,0.0025,0.0109,0.014,0.3736,0.0001
Buddhism,0.0123,0.0338,0.0381,0.4545,0.003
Buddhist_art,0.0101,0.0012,0.0077,0.3022,0.0
Buenos_Aires,0.0121,0.0101,0.0142,0.3754,0.0003
Buffy_the_Vampire_Slayer,0.0032,0.0015,0.0075,0.2512,0.0003
Bulgaria,0.0358,0.0259,0.0332,0.4278,0.0012
Bull_shark,0.0072,0.0012,0.0075,0.2593,0.0
Burkina_Faso,0.0096,0.0146,0.0206,0.3756,0.0003
Burundi,0.0081,0.0123,0.0195,0.3787,0.0002
Bushbuck,0.002,0.0002,0.0072,0.1974,0.0
Business,0.0044,0.0104,0.0137,0.3789,0.0003
Butter,0.0126,0.0042,0.0091,0.3299,0.0003
Button,0.0032,0.0005,0.0073,0.2701,0.0
Byzantine_Empire,0.0195,0.0301,0.0333,0.4223,0.0021
C++,0.0015,0.003,0.0082,0.3084,0.0002
Cædmon,0.003,0.001,0.0074,0.2818,0.0002
Côte_d'Ivoire,0.0109,0.0138,0.0235,0.4088,0.0004
C._S._Lewis,0.0099,0.0022,0.0081,0.3137,0.0006
CPU_cache,0.0005,0.0005,0.0074,0.3041,0.0
CS_gas,0.0077,0.0005,0.0074,0.2837,0.0
Cactus,0.0086,0.0022,0.0082,0.3218,0.0001
Cadmium,0.0094,0.0047,0.0098,0.3338,0.0001
Caesar_cipher,0.0022,0.0005,0.0073,0.2499,0.0002
Caesium,0.0081,0.0047,0.0095,0.3283,0.0004
Caesium_fluoride,0.0015,0.0002,0.0072,0.2472,0.0
Cai_Lun,0.0012,0.0002,0.0072,0.2671,0.0
Cairo,0.0099,0.0136,0.0203,0.3983,0.0006
Calcite,0.0015,0.0037,0.0092,0.338,0.0001
Calcium,0.0104,0.0205,0.0166,0.3646,0.0013
Calcium_chloride,0.0035,0.002,0.008,0.2861,0.0
Calculus,0.0072,0.0067,0.0106,0.3458,0.001
Calgary,0.0064,0.003,0.0086,0.3253,0.0001
California,0.0096,0.0563,0.0396,0.4561,0.0055
California_Southern_Railroad,0.0035,0.0002,0.0072,0.2176,0.0
Californium,0.0059,0.0032,0.0085,0.2691,0.0001
Calligraphy,0.0084,0.0032,0.0095,0.3502,0.0006
Caloris_Basin,0.0027,0.0002,0.0072,0.2506,0.0
Calvin_Coolidge,0.0047,0.0032,0.0086,0.3084,0.0
Calvin_and_Hobbes,0.0032,0.002,0.0078,0.2908,0.0002
Camarasaurus,0.0052,0.0012,0.0075,0.2289,0.0
Cambodia,0.0091,0.0193,0.0255,0.4228,0.0007
Cambrian,0.0064,0.0047,0.0098,0.3413,0.0002
Cambrian_explosion,0.0047,0.0025,0.009,0.3453,0.0001
Cambridge,0.0094,0.0089,0.0107,0.3371,0.001
Camel,0.0077,0.0059,0.0105,0.3482,0.0002
Cameroon,0.0079,0.0185,0.0263,0.4228,0.0004
Canada,0.0156,0.1291,0.0876,0.5114,0.0098
Canada_Goose,0.0049,0.0012,0.0075,0.2581,0.0003
Canadian_Charter_of_Rights_and_Freedoms,0.0047,0.0015,0.0091,0.3521,0.0
Canadian_English,0.0022,0.0012,0.0094,0.3599,0.0
Canadian_House_of_Commons,0.0025,0.0035,0.0095,0.3449,0.0
Canadian_Pacific_Railway,0.0116,0.003,0.0091,0.3415,0.0019
Canadian_Senate,0.0032,0.0025,0.0091,0.345,0.0
Canadian_football,0.0012,0.0022,0.0092,0.3455,0.0
Canal,0.0057,0.0091,0.012,0.3585,0.0003
Canaletto,0.0005,0.0012,0.008,0.3195,0.0
Canberra,0.0091,0.0049,0.0104,0.3595,0.0008
Cancer,0.0084,0.0222,0.0174,0.3894,0.0022
Cane_Toad,0.0064,0.0002,0.0072,0.2414,0.0
Canola,0.0017,0.0012,0.0077,0.2919,0.0
Canterbury,0.0072,0.0052,0.0094,0.318,0.0002
Canterbury_Cathedral,0.0037,0.003,0.0107,0.373,0.0001
Canute_the_Great,0.0057,0.004,0.0108,0.3633,0.0004
Capacitance,0.0032,0.0037,0.0089,0.319,0.0
Cape_Canaveral,0.0017,0.0017,0.0081,0.3194,0.0
Cape_Horn,0.0059,0.002,0.0081,0.318,0.0001
Cape_Lion,0.0025,0.0005,0.0073,0.2903,0.0
Cape_Town,0.0121,0.0084,0.0136,0.3733,0.0006
Cape_Verde,0.0069,0.0133,0.0215,0.4044,0.0003
Capital,0.0158,0.044,0.0391,0.4496,0.0026
Capitalism,0.0116,0.0212,0.0271,0.4344,0.0015
Capitoline_Triad,0.0015,0.0002,0.0072,0.2454,0.0
Caracas,0.0057,0.0027,0.0092,0.3389,0.0
Caratacus,0.0017,0.0002,0.0072,0.2763,0.0
Caravaggio,0.004,0.0015,0.0081,0.3301,0.0001
Carbon,0.0178,0.0247,0.0205,0.3778,0.0027
Carbon_dioxide,0.0119,0.0279,0.0241,0.418,0.0026
Carboniferous,0.0059,0.0074,0.0115,0.3622,0.0003
Carcinus_maenas,0.0096,0.0002,0.0072,0.2591,0.0
Card_game,0.0027,0.002,0.0079,0.306,0.0007
Cardiff,0.0077,0.0054,0.0112,0.3649,0.0003
Caribbean_Sea,0.0052,0.0138,0.0177,0.3952,0.0003
Carl_Friedrich_Gauss,0.0049,0.0042,0.0106,0.3655,0.0004
Carl_Jung,0.0072,0.0035,0.0087,0.3276,0.0004
Carl_Lewis,0.0044,0.0005,0.0074,0.3026,0.0
Carl_Sagan,0.0114,0.0032,0.0087,0.3316,0.0006
Carlsbad_Caverns_National_Park,0.0035,0.0002,0.0072,0.2718,0.0
Carnivore,0.0074,0.0084,0.0124,0.3751,0.0019
Caroline_Island,0.0059,0.0005,0.0073,0.2813,0.0
Carolus_Linnaeus,0.0057,0.0459,0.0254,0.3844,0.0018
Carrot,0.0067,0.0025,0.008,0.2902,0.0001
Casablanca_(film),0.0089,0.0005,0.0074,0.293,0.0
Casimir_effect,0.003,0.0005,0.0074,0.2841,0.0
Caspian_Sea,0.0042,0.0086,0.0157,0.3823,0.0001
Cassini-Huygens,0.0044,0.0032,0.0088,0.3312,0.0001
Cassowary,0.003,0.0007,0.0073,0.2598,0.0
Castra,0.0025,0.0012,0.0079,0.3222,0.0
Cat,0.0091,0.0072,0.0094,0.3107,0.0004
Cat's_Eye_Nebula,0.0032,0.0002,0.0072,0.2331,0.0
Cat_Stevens,0.0072,0.0002,0.0074,0.2962,0.0
Cataract,0.002,0.0015,0.0077,0.2872,0.0
Catherine_II_of_Russia,0.0059,0.0017,0.0081,0.3227,0.0001
Catholic_social_teaching,0.0044,0.0007,0.0078,0.3102,0.0
Cattle,0.0106,0.0178,0.0168,0.3856,0.0013
Cave,0.0077,0.0037,0.0092,0.3403,0.0003
Cayman_Islands,0.0054,0.0049,0.0131,0.3947,0.0006
Celeriac,0.0012,0.0002,0.0072,0.2229,0.0
Celery,0.0062,0.0044,0.0086,0.2869,0.0005
Celine_Dion,0.0072,0.001,0.0074,0.2523,0.0
Cell_(biology),0.0059,0.0131,0.0136,0.3602,0.0006
Cello,0.0057,0.0025,0.0081,0.2997,0.0001
Celtic_F.C.,0.0037,0.002,0.0097,0.3611,0.0003
Celtic_Park,0.0015,0.0005,0.0073,0.2844,0.0
Celtic_mythology,0.0044,0.0022,0.0081,0.3231,0.0001
Central_African_Republic,0.0089,0.0119,0.0192,0.3729,0.0003
Central_processing_unit,0.0027,0.0054,0.0094,0.3321,0.0002
Ceratopsidae,0.003,0.0012,0.0076,0.2666,0.0004
Cereal,0.0094,0.0156,0.0169,0.3876,0.0011
Cerebellum,0.0047,0.0015,0.0077,0.2897,0.0001
Ceres_(dwarf_planet),0.0079,0.0015,0.0078,0.2812,0.0
Cerium,0.0072,0.0032,0.0084,0.27,0.0
Chad,0.0373,0.0151,0.0213,0.3815,0.0004
Chadian-Sudanese_conflict,0.0054,0.0002,0.0072,0.2674,0.0
Chaffinch,0.0047,0.0002,0.0072,0.2492,0.0
Channel_Islands,0.0081,0.0059,0.0132,0.3813,0.0002
Charlemagne,0.0121,0.0136,0.0195,0.3957,0.0007
Charles_Babbage,0.004,0.0025,0.0082,0.3219,0.0001
Charles_Darwin,0.0138,0.0138,0.0164,0.4128,0.0025
Charles_Dickens,0.0059,0.0091,0.014,0.3913,0.0011
Charles_Etienne_Brasseur_de_Bourbourg,0.0049,0.0007,0.0073,0.2617,0.0
Charles_II_of_England,0.0121,0.0168,0.0162,0.3785,0.0012
Charles_I_of_England,0.0101,0.0151,0.0144,0.3512,0.0006
Charles_Sumner,0.0032,0.0012,0.0078,0.2944,0.0
"Charles_V,_Holy_Roman_Emperor",0.0064,0.0099,0.0137,0.3649,0.0007
Charlie_Chaplin,0.0077,0.0022,0.0082,0.3201,0.0001
Charlotte's_Web,0.0015,0.0002,0.0072,0.246,0.0
Chartism,0.0044,0.0002,0.0072,0.2751,0.0
Che_Guevara,0.0143,0.0022,0.0087,0.3275,0.0001
Cheers,0.0047,0.0012,0.0077,0.3051,0.0003
Cheese,0.0185,0.0057,0.0111,0.3622,0.001
Cheetah,0.0111,0.0022,0.0085,0.3316,0.0004
Chelsea_F.C.,0.0054,0.0025,0.0101,0.366,0.0003
Chemical_element,0.0084,0.0336,0.0234,0.3664,0.001
Chemical_synapse,0.0007,0.0012,0.0076,0.2722,0.0
Chemistry,0.0121,0.0193,0.0176,0.3844,0.0018
Chennai,0.0111,0.0042,0.0102,0.3501,0.0002
Chernobyl_disaster,0.0123,0.0007,0.0075,0.3053,0.0
Chess,0.0059,0.0084,0.0134,0.3715,0.0003
Chester_A._Arthur,0.0044,0.0015,0.0079,0.2989,0.0
Chestnut,0.0044,0.0032,0.0085,0.3276,0.0003
Chew_Magna,0.0054,0.001,0.0075,0.2741,0.0011
Chew_Stoke,0.0059,0.0007,0.0073,0.2155,0.0
Chew_Valley,0.0101,0.0007,0.0073,0.2155,0.0004
Chew_Valley_Lake,0.0081,0.001,0.0074,0.2285,0.0006
Chicago,0.0084,0.036,0.0263,0.4199,0.0015
Chicago_Bears,0.0017,0.0007,0.0075,0.2982,0.0
Chicago_and_North_Western_Railway,0.0017,0.001,0.0075,0.2784,0.0003
Chicken,0.0121,0.0069,0.0101,0.3383,0.0007
Child,0.0027,0.0015,0.0077,0.3052,0.0
Children's_Crusade,0.0049,0.0012,0.0076,0.2829,0.0
Children's_rights_movement,0.0027,0.001,0.0076,0.2927,0.0
Chile,0.0178,0.0274,0.0278,0.424,0.0015
Chimpanzee,0.0059,0.0059,0.0098,0.3417,0.0003
China,0.0222,0.1126,0.0822,0.5078,0.0113
Chinese_language,0.0116,0.0277,0.0293,0.4431,0.0015
Chinyingi,0.0012,0.0002,0.0072,0.2468,0.0
Chives,0.0062,0.0027,0.008,0.2668,0.0
Chlorine,0.0101,0.0156,0.015,0.3663,0.0009
Chocolate,0.0067,0.0042,0.0091,0.3357,0.0005
Chola_dynasty,0.0069,0.0017,0.008,0.3062,0.0
Cholera,0.0072,0.0084,0.0114,0.3585,0.0005
Chordate,0.002,0.0662,0.0302,0.3672,0.0003
Chris_Evert,0.0037,0.0015,0.0078,0.3063,0.0004
Christian_Bale,0.0054,0.001,0.0074,0.2655,0.0001
Christian_monasticism,0.0064,0.0015,0.0087,0.3418,0.0004
Christianity,0.0121,0.0817,0.073,0.4871,0.0036
Christina_Aguilera,0.0084,0.0012,0.0076,0.2908,0.0001
Christmas_Island,0.0089,0.0044,0.0116,0.357,0.0005
Christopher_Columbus,0.0101,0.016,0.0201,0.4081,0.0007
Christopher_Wren,0.0086,0.0037,0.0108,0.3741,0.0005
Chromatic_aberration,0.001,0.0007,0.0074,0.2747,0.0
Chromatophore,0.0035,0.0002,0.0072,0.2119,0.0
Chromium,0.0086,0.0081,0.0112,0.3434,0.0002
Church_of_England,0.0084,0.0212,0.0202,0.3945,0.0007
Church_of_Ireland,0.0077,0.0069,0.0129,0.3684,0.0003
Cider,0.0072,0.0022,0.0082,0.3274,0.0001
Cinema_of_the_United_States,0.0074,0.003,0.0101,0.3746,0.0025
Citizen_Kane,0.0057,0.0015,0.0076,0.2771,0.0001
Citizenship,0.0059,0.0077,0.0125,0.3551,0.0002
Citrus,0.0057,0.0077,0.0123,0.367,0.0008
City,0.0175,0.016,0.0188,0.4087,0.0013
City_status_in_the_United_Kingdom,0.0126,0.0081,0.0135,0.3762,0.001
Civil_rights,0.0047,0.0074,0.0113,0.3538,0.0002
Civil_society,0.0047,0.0035,0.01,0.3504,0.0002
Civilization,0.0299,0.0136,0.0191,0.4003,0.0021
Civilization_(computer_game),0.0059,0.001,0.0075,0.2931,0.0001
Clarinet,0.0035,0.0044,0.0087,0.3071,0.0001
Classic_female_blues,0.0002,0.0005,0.0073,0.2724,0.0
Claude_Lévi-Strauss,0.0032,0.0012,0.0078,0.3204,0.0
Claude_Monet,0.003,0.0022,0.0086,0.341,0.0
Claudius,0.0032,0.0037,0.0095,0.3389,0.0
Clay,0.0037,0.0123,0.0128,0.3597,0.0002
Cleopatra_VII,0.0044,0.0035,0.0092,0.3319,0.0001
"Cleveland,_Ohio",0.0094,0.0064,0.01,0.3363,0.0003
Clifton_Suspension_Bridge,0.0022,0.001,0.0075,0.2821,0.0
Climate,0.002,0.0319,0.0363,0.4397,0.0004
Climate_change,0.0077,0.0114,0.0135,0.3693,0.0009
Clock,0.0064,0.0027,0.0095,0.3559,0.0003
Clone_Wars_(Star_Wars),0.0035,0.001,0.0074,0.2484,0.0
Clothing,0.0079,0.0064,0.011,0.3574,0.0004
Cloud,0.0052,0.0074,0.0105,0.3493,0.0003
Coal,0.0151,0.0289,0.0276,0.4387,0.0035
Cobalt,0.0099,0.0064,0.0107,0.3454,0.0003
Coccinellidae,0.0025,0.001,0.0075,0.2765,0.0
Cochineal,0.0084,0.0007,0.0074,0.2963,0.0
Cockatiel,0.002,0.0005,0.0073,0.2549,0.0
Cocoa,0.0077,0.0062,0.0122,0.3594,0.0003
Coconut,0.0086,0.0064,0.0102,0.3308,0.0004
Coconut_crab,0.0081,0.0007,0.0074,0.2766,0.0001
Coconut_oil,0.0007,0.0012,0.0076,0.2992,0.0
Cocos_(Keeling)_Islands,0.0059,0.004,0.0115,0.3593,0.0
Cod,0.0032,0.0032,0.01,0.3504,0.0001
Code_of_Hammurabi,0.0022,0.002,0.0088,0.335,0.0
Coffee,0.0069,0.0141,0.018,0.385,0.0004
Coin,0.0052,0.0067,0.0115,0.3565,0.0002
Cold_War,0.0096,0.0375,0.0397,0.4545,0.0017
Colima_(volcano),0.001,0.0005,0.0074,0.305,0.0
Collapse_of_the_World_Trade_Center,0.001,0.0002,0.0073,0.2857,0.0
Colley_Cibber,0.0035,0.0017,0.0076,0.2629,0.0001
